順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,口臭の原因,102000,120,3.999,-0.004,33,67,3,7,14,26,25,14,11
2,口臭を消す,80500,120,4.266,-0.004,41,59,9,11,14,23,22,12,9
3,歯周病,345000,80,2.344,2.126,34,66,2,8,13,22,25,17,13
4,口臭チェッカー,48900,70,4.149,-0.001,34,66,2,6,12,24,29,16,11
5,口臭外来,9200,70,5.916,-0.005,30,70,2,9,15,28,29,12,5
6,湘南美容外科,635000,50,1.359,-50.768,22,78,2,18,21,24,21,9,5
7,積立nisa,452000,40,1.413,-16.707,46,54,1,17,21,25,22,10,4
8,最低賃金,428000,40,1.381,0.49,46,54,4,8,12,23,26,18,9
9,zara 通販 公式 レディース,424000,40,1.444,64.175,8,92,2,9,12,23,28,17,9
10,鬼滅の刃柱稽古編 放送日,396000,40,1.451,-197.958,48,52,4,8,16,27,27,13,5
11,舌が白い,197000,40,2.238,11.526,28,72,3,7,11,19,25,19,16
12,口臭ケア ランキング,39600,40,3.933,0.005,39,61,5,16,16,23,22,11,7
13,口臭 ドブ臭い,12500,40,4.873,0.262,33,67,2,9,21,29,25,9,5
14,パーソナルカラー診断,379000,30,1.387,40.912,12,88,16,21,19,20,15,6,3
15,iphone16pro,360000,30,1.34,64.946,50,50,4,16,23,23,19,10,5
16,咳が止まらない,354000,30,1.49,-65.223,34,66,5,12,18,26,20,11,8
17,沖縄旅行,347000,30,1.431,-40.385,35,65,1,8,15,27,23,15,11
18,北斗の拳 スマスロ,343000,30,1.315,-37.133,90,10,1,12,26,34,20,5,2
19,バイマ,338000,30,1.458,-14.468,23,77,3,12,23,28,21,9,4
20,有給休暇 新ルール 2024,333000,30,1.429,-38.715,38,62,1,4,10,26,32,19,8
21,楽天ふるさと納税,329000,30,1.4,-3.236,48,52,0,9,17,24,27,15,8
22,起立性調節障害,324000,30,1.381,-116.358,23,77,9,9,12,34,22,7,7
23,shiro 香水,322000,30,1.376,25.982,20,80,8,23,18,22,20,7,2
