順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,金属アレルギー 症状,17200,2200,4.767,0,22,78,9,17,14,18,21,12,9
2,金属アレルギー 検査,13000,2100,4.994,0,18,82,3,14,18,25,21,12,7
3,金属アレルギー ピアス,22700,1800,4.275,0,10,90,8,17,18,26,20,7,4
4,金属アレルギー ネックレス,16000,1700,4.598,0,24,76,5,17,18,26,21,9,4
5,アレルギー検査,198000,1300,1.766,0.004,27,73,3,19,22,24,17,8,7
6,掌蹠膿疱症,109000,1100,2.24,-2.583,27,73,1,7,13,22,26,18,13
7,金属アレルギー 治し方,4200,1000,5.392,0.001,26,74,5,15,14,24,24,11,7
8,金属アレルギー 薬,4100,910,5.283,0,17,83,1,8,18,34,27,7,5
9,金属アレルギー 指輪,4300,860,5.177,0,28,72,2,17,28,25,18,8,2
10,金属アレルギー 銀歯,3700,860,5.344,0,18,82,1,7,17,26,26,15,8
11,サージカルステンレス,31900,640,2.899,0.008,20,80,4,12,18,26,25,10,5
12,汗疱,94200,590,1.735,-2.552,28,72,5,16,23,25,18,8,5
13,ピアス アレルギー対応,25700,480,2.844,-0.002,10,90,3,8,9,26,32,15,7
14,セラミック 歯 値段,70700,460,1.786,0.006,28,72,2,14,20,23,22,12,7
15,手湿疹,60900,420,1.807,0.004,20,80,3,10,19,29,24,10,5
16,銀歯 アレルギー 症状,6900,420,3.984,-0.004,23,77,0,3,10,29,34,16,8
17,接触性皮膚炎,52100,410,1.969,3.863,19,81,2,14,21,23,20,12,8
18,ピアス 開ける,64000,370,1.684,-19.928,19,81,8,10,9,22,28,15,8
19,シルバー925とは,40800,340,2.045,0.719,36,64,5,18,15,18,21,15,8
20,ニッケル アレルギー,4200,330,4.241,0.82,15,85,1,6,13,26,30,16,8
21,アクセーヌ,49600,310,1.75,0.006,8,92,1,8,17,25,26,14,9
22,ピアス 位置,48200,310,1.82,-2.049,16,84,23,28,15,14,13,5,2
23,18金ネックレス,51700,290,1.671,0,37,63,1,7,10,17,25,23,17
24,プラチナ ネックレス,42900,280,1.794,-0.001,44,56,1,7,11,18,28,21,14
25,食物アレルギー,45500,270,1.683,-0.047,25,75,3,8,18,26,21,14,10
26,銀歯 白い歯 保険適用,27000,270,2.167,-0.015,27,73,2,9,18,32,26,10,3
27,ニッケルフリーとは,11500,260,3.006,0.001,10,90,4,19,22,26,19,7,3
28,チタン アレルギー,6900,260,3.542,0.006,19,81,2,9,19,29,22,10,9
29,汗疱 治し方,27100,240,2.08,-10.855,30,70,6,17,19,23,20,10,5
30,異汗性湿疹,23300,240,2.204,-0.569,25,75,2,13,21,26,21,11,6
31,扁平苔癬,22800,240,2.267,0.019,29,71,1,10,11,19,23,19,17
32,サージカルステンレス ピアス,14500,240,2.74,0.011,9,91,5,13,18,27,24,9,4
33,日光アレルギー,37000,230,1.729,0,18,82,5,15,22,28,18,7,5
34,紫外線アレルギー,35700,230,1.756,0.032,22,78,2,9,18,26,22,13,10
35,パッチテスト,12800,230,2.828,0.985,38,62,13,18,13,18,20,9,9
36,かんぽう 皮膚,29900,220,1.887,-0.004,25,75,2,14,25,25,18,9,7
37,湿疹の種類,37500,210,1.691,-0.012,26,74,0,2,5,18,25,24,26
38,ファーストピアス,32000,210,1.846,-8.272,17,83,24,23,13,17,16,5,2
39,貨幣状湿疹,30700,210,1.808,1.49,26,74,1,8,16,24,24,15,12
40,金属,17400,210,2.442,0,56,44,4,5,9,15,20,19,28
41,小麦アレルギー,35600,200,1.665,2.672,31,69,3,8,15,20,24,18,12
42,ネックレス チェーン,32500,190,1.726,8.019,26,74,2,7,11,18,26,22,14
43,ファーストピアス 期間,29100,190,1.871,-0.002,19,81,26,29,12,14,13,4,2
44,アレルギー 症状,28200,190,1.847,0.208,24,76,6,12,17,20,18,14,13
45,セカンドピアス,16800,180,2.303,-2.38,11,89,18,22,14,15,20,8,3
46,ジルコニアとは,27000,170,1.737,0.005,17,83,2,14,16,20,22,16,10
47,ピアス つけっぱなし,24600,170,1.893,-1.492,11,89,9,19,17,17,19,12,7
48,cene アクセサリー,22400,170,1.9,0.037,7,93,2,16,26,32,17,5,2
49,チタン ピアス,10500,170,2.734,0.004,7,93,9,13,13,20,28,11,6
50,真鍮 アレルギー,5200,170,3.393,0.005,17,83,3,13,21,34,19,6,4
51,ピアス 穴 ふさがる,29100,160,1.673,-4.394,18,82,10,15,12,21,24,12,6
52,ファーストピアス 外し方,22000,160,1.993,-2.463,18,82,29,30,10,11,13,5,2
53,ラテックスアレルギー 症状,17100,160,2.143,-5.965,5,95,3,14,18,24,25,10,6
