順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,セラミック 歯 値段,73100,130,4.025,-0.116,28,72,2,14,20,23,22,12,7
2,セラミック,64600,100,3.907,0,43,57,4,12,13,15,19,19,18
3,歯周病,345000,90,2.129,-0.126,34,66,2,8,13,22,25,17,13
4,インプラント 費用,194000,90,2.628,-0.812,45,55,1,5,10,18,27,23,16
5,湘南美容外科,635000,80,1.331,-11.823,22,78,2,18,21,24,21,9,5
6,医療費控除,542000,80,1.471,41.451,41,59,0,5,13,22,25,20,15
7,セラミック 歯,28600,80,4.482,-0.024,28,72,2,14,19,24,22,12,7
8,ロレックス,430000,50,1.321,15.122,73,27,1,8,15,23,26,17,10
9,セリーヌ,395000,50,1.367,-61.921,24,76,3,18,22,23,18,9,7
10,モンクレール,303000,40,1.374,26.105,43,57,2,9,17,25,25,14,8
11,ホワイトニング,170000,40,2.102,0,32,68,4,19,18,21,20,11,7
12,インプラント,82600,40,2.725,-0.026,41,59,2,10,15,20,24,16,13
13,ラミネートベニア,19200,40,4.158,0.002,21,79,2,16,24,26,20,8,4
14,プラダ,259000,30,1.422,16.305,29,71,4,17,20,24,20,10,5
15,足裏 ツボ 図,215000,30,1.314,21.441,30,70,1,4,13,29,31,14,8
16,コレステロール値が高い原因,211000,30,1.375,16.392,22,78,1,4,8,18,30,22,17
17,ct検査,191000,30,1.559,-5.543,41,59,2,7,10,18,21,18,24
18,ポテンツァ,168000,30,1.697,-8.843,21,79,2,22,25,25,17,6,3
19,表参道,168000,30,1.6,12.047,32,68,3,9,9,19,27,19,14
20,ラッシュアディクト,167000,30,1.724,-41.327,6,94,4,23,21,22,19,8,3
21,ヘアオイル,164000,30,1.615,66.814,24,76,10,16,18,24,19,8,5
22,歯医者,149000,30,1.74,-0.895,42,58,3,10,15,23,22,14,13
23,親知らず 抜歯,135000,30,1.887,5.603,42,58,2,17,20,23,22,10,6
24,マウスピース矯正,105000,30,2.035,-58.007,22,78,6,20,21,27,16,5,5
25,糸リフト,90800,30,2.452,2.169,15,85,2,13,22,28,23,8,4
26,歯列矯正,89400,30,2.191,-0.18,26,74,5,21,22,25,17,6,4
27,インプラント 費用 一本,72800,30,2.408,-37.428,39,61,1,5,12,19,27,20,16
28,歯茎が下がる,65400,30,2.471,-30.22,31,69,2,8,16,25,26,14,9
29,根管治療,53000,30,2.818,-1.704,32,68,2,9,17,26,23,14,9
30,インプラント治療 流れ,52600,30,2.99,-0.51,32,68,0,3,7,14,26,28,22
31,審美歯科,18800,30,4.003,-0.01,27,73,2,10,14,24,26,15,9
32,セラミック 歯 後悔,8100,30,4.899,-0.003,22,78,2,15,23,23,21,10,6
33,物価高騰 給付金 2024,206000,20,1.309,-53.364,33,67,0,6,16,27,27,15,9
34,ランクル,193000,20,1.303,25.681,54,46,4,20,24,26,16,6,4
35,m,165000,20,1.393,-16.195,57,43,5,8,9,17,21,18,22
36,シャネル バッグ,161000,20,1.483,76.424,17,83,2,13,14,20,24,17,10
37,ペアーズ,159000,20,1.332,-34.055,53,47,1,20,26,23,18,8,4
38,ボトックス注射,158000,20,1.368,-24,24,76,2,10,14,26,26,14,8
39,ソフトバンク iphone,158000,20,1.343,-6.706,45,55,2,8,17,26,26,11,10
40,ベーチェット病,156000,20,1.311,-84.44,27,73,1,13,17,21,22,15,11
41,suv 人気車種ランキング,154000,20,1.333,18.078,59,41,1,14,18,27,23,11,6
42,7人の脱出,152000,20,1.534,-73.944,18,82,1,7,13,20,28,20,11
43,ヒアルロン酸,152000,20,1.489,-63.915,27,73,2,5,9,20,25,17,22
44,ピロリ菌検査,152000,20,1.419,-16.247,32,68,1,4,12,22,26,20,15
45,ヤマト追跡,151000,20,1.493,-43.712,44,56,3,12,19,23,22,13,8
46,執行猶予とは,150000,20,1.332,-94.315,48,52,5,14,17,22,19,12,11
47,標準報酬月額,149000,20,1.469,-19.876,50,50,0,8,18,23,23,19,9
48,肝硬変 症状,148000,20,1.422,8.775,38,62,1,7,13,23,26,17,13
49,キーパーコーティング,147000,20,1.408,-107.396,81,19,0,7,15,23,31,18,6
50,エルメス 財布,145000,20,1.539,-25.207,35,65,2,15,20,24,21,12,6
51,デリヘル,145000,20,1.364,18.02,84,16,5,22,18,19,17,11,8
52,奇跡の歯ブラシ,144000,20,1.366,1.168,36,64,1,9,20,24,23,15,8
53,エアフォース1,144000,20,1.341,39.079,67,33,11,15,19,33,16,3,3
54,目の下のたるみとり,143000,20,1.553,17.714,26,74,1,2,6,21,36,22,12
55,モスハンバーガー メニュー,143000,20,1.328,10.35,30,70,3,9,17,28,25,12,6
56,ジェントルモンスター,142000,20,1.636,43.463,34,66,6,34,19,19,15,5,2
57,ミノキシジル,141000,20,1.491,-53.423,63,37,1,7,16,27,27,14,8
58,ボッテガ 財布,140000,20,1.422,-24.451,35,65,3,23,22,22,17,8,5
59,ディフューザー,140000,20,1.406,-31.722,34,66,3,17,19,22,21,12,6
60,華麗なる一族,139000,20,1.382,-99.461,42,58,1,6,14,23,27,18,11
61,サジー,139000,20,1.367,-4.56,16,84,1,7,25,31,19,10,7
62,amiparis,134000,20,1.55,97.064,24,76,7,40,20,14,13,4,2
63,vio 脱毛,134000,20,1.445,-0.231,25,75,5,17,19,25,19,9,6
64,ボブヘア 40代,131000,20,1.318,121.832,5,95,0,0,2,60,29,5,4
65,折りたたみテーブル,128000,20,1.6,60.591,30,70,1,5,14,22,24,20,14
66,gmoあおぞらネット銀行,128000,20,1.459,49.86,57,43,2,11,17,23,23,14,10
67,ディフェンダー,128000,20,1.378,26.205,71,29,2,10,18,31,23,10,6
68,うまい棒,127000,20,1.612,66.857,49,51,3,9,18,28,24,11,7
69,歯間ブラシ,125000,20,1.636,0.511,40,60,1,7,14,20,22,18,18
70,ニーサ 暴落,124000,20,1.641,121.899,42,58,0,4,14,28,29,17,8
71,コンタクト,122000,20,1.572,-13.33,25,75,8,17,15,24,21,9,6
72,ハイフ 効果,120000,20,1.726,-27.527,10,90,1,9,15,27,28,14,6
