順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,mbti,2089000,290,1.318,-18.423,32,68,14,29,21,18,12,4,2
2,キレイライン矯正,11400,280,6.475,-0.102,15,85,5,28,23,27,13,3,1
3,マウスピース矯正,104000,270,4.221,-0.02,22,78,6,20,21,27,16,5,5
4,インビザライン,82100,180,4.016,0.001,25,75,3,14,21,30,20,8,4
5,湘南美容外科,626000,160,1.92,-17.171,22,78,3,19,20,23,21,9,5
6,ikea,847000,130,1.372,-29.143,27,73,3,12,21,27,21,10,6
7,キレイライン 口コミ,2600,130,7.139,-0.005,13,87,2,17,26,31,17,4,3
8,ホットペッパー,598000,120,1.637,-17.093,32,68,2,14,22,29,21,8,4
9,グレイル,595000,120,1.727,-53.065,7,93,12,29,22,19,13,3,2
10,zara,588000,120,1.658,-37.986,23,77,6,16,21,24,19,9,5
11,オーマイティース,22600,110,4.899,0.015,23,77,5,22,22,26,18,5,2
12,qoo10,633000,90,1.338,-19.895,19,81,6,13,19,23,22,11,6
13,母の日,491000,90,1.532,163.209,38,62,5,15,24,25,17,8,6
14,grl,398000,90,1.882,-57.635,6,94,18,38,20,12,8,2,2
15,h&m,502000,80,1.439,25.066,22,78,4,14,24,25,18,9,6
16,コスメデコルテ,471000,80,1.554,-28.641,10,90,2,15,21,23,22,12,5
17,enfp,341000,80,1.935,-6.609,30,70,18,39,21,12,7,2,1
18,無印,473000,70,1.314,1.342,24,76,2,8,22,29,22,10,7
19,shein,456000,70,1.365,17.863,27,73,11,15,17,23,18,9,7
20,マイコプラズマ,410000,70,1.526,-2.862,35,65,5,8,20,30,17,10,10
21,たまごっち,397000,70,1.549,14.155,25,75,9,25,27,21,10,5,3
22,ユニバ,361000,70,1.593,26.367,22,78,13,28,26,21,8,2,2
23,isfp,306000,70,1.887,-49.963,27,73,18,41,20,12,6,2,1
24,infj,271000,70,1.984,-7.027,25,75,12,39,24,14,8,2,1
25,歯列矯正,86400,70,2.986,-0.01,26,74,5,21,22,25,17,6,4
26,ロエベ,413000,60,1.312,-19.205,25,75,2,17,23,24,20,10,4
27,シーイン,409000,60,1.364,15.442,14,86,9,13,23,29,15,6,5
28,妊娠初期症状,406000,60,1.341,8.397,20,80,7,34,34,15,5,3,2
29,動物占い,389000,60,1.434,-25.834,22,78,6,24,27,22,13,5,3
30,マンジャロ,387000,60,1.332,68.328,31,69,2,15,21,26,21,10,5
31,ディズニー 混雑予想,365000,60,1.427,0.958,24,76,4,20,30,30,11,3,2
32,星ひとみ,364000,60,1.465,23.507,16,84,3,18,21,24,22,8,4
33,ゆうパケットポスト,338000,60,1.519,-0.139,26,74,3,13,23,25,20,10,6
34,バイマ,330000,60,1.523,-10.849,24,76,3,12,23,28,21,9,4
35,infp,329000,60,1.595,1.369,28,72,14,38,23,14,8,2,1
36,ポテンツァ,163000,60,2.261,-16.321,21,79,3,22,24,25,17,6,3
37,インビザライン 費用,25600,60,4.05,-0.059,20,80,3,16,22,30,19,6,4
38,oh my teeth,15500,60,4.57,0,40,60,6,25,23,21,16,7,2
39,セリーヌ,384000,50,1.312,-8.794,24,76,3,19,22,23,18,9,6
40,ユニバ チケット,381000,50,1.324,-42.392,22,78,13,34,21,18,9,3,2
41,父の日,371000,50,1.319,200.279,39,61,5,16,25,26,16,6,6
42,マイクラ,370000,50,1.307,1.453,41,59,7,8,22,33,14,8,8
43,厄年,340000,50,1.366,27.893,40,60,3,11,27,22,16,14,7
44,地面師,331000,50,1.419,-101.132,49,51,3,14,22,24,20,11,6
45,アットコスメ,330000,50,1.402,-0.092,9,91,3,12,22,27,23,9,4
46,トラネキサム酸 効果,328000,50,1.462,5.566,27,73,2,12,16,23,24,14,9
47,mbti 相性,316000,50,1.484,-4.35,32,68,18,38,20,12,8,3,1
48,イソップ,314000,50,1.468,20.59,19,81,2,18,21,25,20,9,5
49,ジェラピケ,312000,50,1.395,-28.213,18,82,8,30,24,16,14,6,2
50,アリシアクリニック,307000,50,1.451,-7.166,30,70,2,19,20,20,22,11,6
51,dior,303000,50,1.441,7.501,22,78,13,32,20,15,12,5,3
52,スリコ,302000,50,1.388,-2.156,11,89,3,9,24,30,22,8,4
53,スワロフスキー,301000,50,1.484,50.288,21,79,4,18,15,18,23,14,8
54,スポッチャ,300000,50,1.437,-9.649,33,67,14,12,18,36,14,3,3
55,インサイドヘッド,295000,50,1.434,-30.293,31,69,8,17,23,26,14,7,5
56,ホットヘルパービューティー,292000,50,1.443,26.141,20,80,3,15,27,30,17,6,2
57,南海トラフ,286000,50,1.534,-95.501,42,58,8,14,21,23,19,9,6
58,adidas,275000,50,1.59,72.484,36,64,13,21,18,22,15,7,4
59,ジョーマローン,275000,50,1.528,36.675,25,75,6,23,20,21,19,8,3
60,ファミリア,263000,50,1.541,-4.937,16,84,2,11,29,23,14,13,8
61,飛行機,245000,50,1.703,2.105,35,65,8,24,23,21,13,6,5
62,ディプティック,204000,50,1.801,11.437,26,74,4,29,21,20,16,7,3
63,ジョブメドレー,179000,50,2.055,-0.159,25,75,1,11,17,26,26,13,6
64,esfj,174000,50,2.05,8.848,26,74,18,47,18,9,6,1,1
65,チャールズアンドキース,163000,50,2.035,-27.232,6,94,4,43,23,12,12,4,2
66,医療脱毛,153000,50,2.162,13.877,24,76,7,29,21,22,15,3,3
67,tcb,146000,50,2.112,-24.168,27,73,3,15,18,26,23,10,5
68,よつば会クリニック,145000,50,2.271,1.936,11,89,1,19,23,25,20,8,4
69,エミナルクリニック,84700,50,2.675,-51.112,17,83,6,41,22,15,12,3,1
70,歯科矯正,45100,50,3.32,0.016,24,76,3,11,20,33,22,6,5
