順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,インビザライン,85200,50,3.441,-34.565,25,75,3,14,21,30,20,8,4
2,歯列矯正,89400,40,3.322,-7.874,26,74,5,21,22,25,17,6,4
3,裏側矯正,6800,40,5.868,-1.238,16,84,9,38,24,15,9,3,2
4,あしかがフラワーパーク,402000,30,1.354,43.717,38,62,1,9,12,17,23,20,18
5,風吹ケイ,353000,30,1.387,32.715,88,12,3,11,20,27,23,10,6
6,ジョブメドレー,180000,30,2.297,-80.899,25,75,1,11,17,26,26,13,6
7,マウスピース矯正,105000,30,2.891,-9.05,22,78,6,20,21,27,16,5,5
8,ガミースマイル,102000,30,2.621,-0.003,28,72,7,21,24,23,15,7,3
9,日本矯正歯科学会,14500,30,4.602,-42.368,19,81,6,32,23,21,11,4,3
10,田中れいな,344000,20,1.326,9.41,47,53,3,13,28,27,17,7,5
11,ジムニー 5ドア,303000,20,1.317,-23.616,72,28,1,8,16,27,29,14,5
12,川崎病とは,296000,20,1.365,-18.455,26,74,1,8,27,25,15,15,9
13,ブラックピンク,294000,20,1.437,-30.723,34,66,5,10,14,27,27,12,5
14,出口クリスタ,294000,20,1.346,-56.075,59,41,1,5,12,23,25,19,15
15,adidas,276000,20,1.425,-26.668,37,63,12,22,19,22,15,7,3
16,ヘアアイロン,257000,20,1.355,9.196,18,82,8,11,12,27,27,11,4
17,岡山天音,230000,20,1.508,-69.809,24,76,3,9,13,20,22,19,14
18,桜井誠,185000,20,1.617,-94.04,71,29,2,5,10,20,28,20,15
19,歯科矯正,47200,20,3.162,-0.8,23,77,3,11,19,33,23,6,5
20,矯正歯科,27900,20,3.524,-1.73,27,73,4,10,14,31,25,9,7
