順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,虫歯,71700,990,3.874,-0.001,39,61,7,18,27,22,11,7,8
2,歯周病,345000,770,2.05,-0.09,34,66,2,8,13,22,25,17,13
3,虫歯治療 費用,22300,700,4.75,0,46,54,6,45,22,12,7,4,4
4,虫歯治療後 痛い,23900,600,4.471,0,27,73,6,21,27,24,13,5,4
5,親知らず 抜歯,135000,540,2.624,-0.149,42,58,2,17,20,23,22,10,6
6,歯医者,149000,520,2.499,-0.003,42,58,3,10,15,23,22,14,13
7,虫歯 放置,26800,430,4.016,-0.825,46,54,7,23,23,22,13,7,5
8,虫歯治療 詰め物,3900,390,5.852,0.001,33,67,3,18,23,21,17,11,7
9,虫歯 進行速度,21000,380,4.14,0,30,70,8,24,25,22,13,4,4
10,歯茎の腫れ 治し方,225000,370,1.737,5.068,35,65,2,6,12,22,27,18,13
11,インプラント 費用,194000,340,1.81,1.202,45,55,1,5,10,18,27,23,16
12,根管治療,53000,340,3.094,3.342,32,68,2,9,17,26,23,14,9
13,親知らず 抜歯後,115000,330,2.3,0.999,35,65,4,27,26,21,14,5,3
14,虫歯 初期,28000,320,3.753,-0.283,29,71,20,36,22,11,5,3,3
15,歯が痛いときの対処法,86000,290,2.458,-3.542,38,62,4,12,16,25,24,11,8
16,虫歯 神経までいくと,22700,280,3.781,0,37,63,9,26,24,21,12,4,4
17,親知らず,90000,270,2.371,-1.125,45,55,10,24,19,18,14,8,7
18,知覚過敏 治し方,113000,260,2.097,0.578,33,67,4,11,17,22,22,14,10
19,歯石取り,55200,260,2.781,0.019,41,59,1,10,19,25,25,13,7
20,歯の神経を取る,38700,250,3.117,1.795,34,66,2,10,18,26,22,12,10
21,虫歯治療 痛い,3200,240,5.631,0,38,62,17,41,23,11,4,2,2
22,歯の治療,24700,230,3.524,0.011,38,62,1,2,6,14,25,24,28
23,虫歯治療 期間,3000,230,5.619,0,33,67,7,36,24,17,8,4,4
24,歯間ブラシ,125000,200,1.741,7.893,40,60,1,7,14,20,22,18,18
25,セラミック 歯 値段,73100,200,2.27,2.063,28,72,2,14,20,23,22,12,7
26,親知らず 抜歯後 痛み,68800,200,2.286,-1.487,35,65,3,24,26,22,16,6,3
27,歯周病 治療,50800,200,2.619,-0.001,34,66,2,8,14,22,26,17,11
28,歯が痛い,38600,200,2.907,-0.031,33,67,7,14,18,24,21,9,7
29,歯医者 選び方,36400,200,2.962,-0.13,30,70,2,9,13,20,26,16,14
30,差し歯,55600,190,2.481,0.002,42,58,1,6,14,20,23,18,18
31,歯肉炎,93200,180,1.887,0.857,32,68,4,12,16,22,20,14,12
32,歯石,43000,180,2.696,-1.874,47,53,5,18,25,24,15,7,6
33,虫歯 治療,5600,170,4.665,-0.011,43,57,7,30,30,18,8,4,3
34,虫歯治療 麻酔,2000,170,5.707,0,28,72,9,30,24,17,12,6,2
35,親知らず 抜かなくていい,56300,160,2.3,0.001,40,60,8,25,17,18,18,9,5
36,虫歯 神経を取る,9300,160,4.074,-0.006,34,66,5,22,29,24,13,4,3
37,マウスピース矯正,105000,150,1.579,0.284,22,78,6,20,21,27,16,5,5
38,抜歯,24700,150,3.044,0.677,42,58,4,12,18,22,20,13,11
39,虫歯治療 神経を取る,1300,150,6.024,0,38,62,6,14,20,23,17,13,7
40,ロキソニン 効果時間,106000,140,1.536,1.236,39,61,3,14,19,20,19,13,12
41,歯科衛生士,89700,140,1.66,0.001,37,63,5,11,14,24,23,12,11
42,インプラント,82600,140,1.817,0.001,41,59,2,10,15,20,24,16,13
43,入れ歯の種類と値段,68800,140,1.993,0.264,41,59,0,1,3,10,25,30,31
44,虫歯治療後 しみる,6000,140,4.422,0.002,27,73,6,28,31,20,10,3,2
45,マウスピース,93300,130,1.588,15.013,39,61,3,7,10,19,27,20,14
46,抜歯後 痛み いつまで,37000,130,2.537,3.236,31,69,2,11,17,23,24,14,9
47,銀歯,15900,130,3.348,0.003,42,58,4,17,25,24,17,8,5
48,親知らず 虫歯,15400,130,3.373,0.023,39,61,2,26,31,22,11,5,3
49,歯石 自分で取る,59100,120,1.927,-1.341,45,55,4,14,20,25,22,9,6
50,抜歯後の食事,36600,120,2.468,15.255,32,68,2,12,16,20,25,16,9
51,ブリッジ 歯科,34900,120,2.478,2.296,32,68,1,6,12,25,30,16,10
52,インプラント 費用 一本,72800,110,1.634,-2.866,39,61,1,5,12,19,27,20,16
53,歯茎が下がる,65400,110,1.749,-0.008,31,69,2,8,16,25,26,14,9
54,歯茎 白いできもの,63200,110,1.761,15.253,27,73,3,10,18,25,23,13,8
55,入れ歯,60400,110,1.905,4.479,43,57,1,4,7,12,22,25,29
56,歯茎が痛い,54800,110,1.949,-2.246,30,70,4,11,14,21,24,15,11
57,インプラント治療 流れ,52600,110,2.04,0,32,68,0,3,7,14,26,28,22
58,歯槽膿漏を治すには,50000,110,2.003,-0.01,40,60,0,1,3,16,35,25,20
59,歯茎が痛い 原因,44500,110,2.117,81.146,31,69,4,8,12,22,26,16,12
60,部分入れ歯,43000,110,2.247,6.432,35,65,0,3,7,17,28,25,20
61,歯痛み,40500,110,2.265,0.093,43,57,2,4,9,25,30,18,12
62,歯医者 麻酔 切れる時間,22300,110,2.848,0.133,26,74,5,24,29,25,11,4,2
63,歯医者 初診料,18800,110,3.057,-8.008,37,63,4,40,22,17,9,4,4
64,虫歯じゃないのに歯が痛い,17900,110,3.073,0,25,75,6,10,14,24,27,14,5
65,コンポジットレジン,12500,110,3.398,0.172,35,65,3,17,19,24,20,10,7
66,親知らず 歯茎 腫れ,45300,100,2.008,-0.004,27,73,4,27,23,22,16,5,3
67,歯,44200,100,2.087,20.429,33,67,6,11,16,23,19,13,12
68,親知らず 痛い,39400,100,2.176,-0.037,36,64,9,32,21,17,13,5,3
69,ドライソケット,36900,100,2.218,1.662,29,71,3,26,28,20,14,6,3
70,歯周ポケット,28700,100,2.537,1.352,33,67,1,8,15,23,25,17,11
71,抜歯後,17600,100,3.032,4.366,32,68,1,11,15,20,23,17,13
72,虫歯の治療,3200,100,4.72,0.001,38,62,3,15,18,21,17,13,13
73,セラミック,64600,90,1.647,-0.018,43,57,4,12,13,15,19,19,18
74,インプラント 保険,51700,90,1.76,0.004,49,51,0,4,11,20,29,21,15
75,歯茎から血が出る,50200,90,1.786,-1.378,32,68,3,11,14,21,25,15,11
76,歯が痛い 虫歯じゃない,41700,90,2.049,-0.008,24,76,4,12,17,26,25,11,5
77,知覚過敏,41200,90,2.05,-7.097,38,62,6,15,21,22,16,11,9
78,歯周病 治し方,31200,90,2.264,-15.036,35,65,3,11,14,19,25,16,12
79,部分入れ歯の種類と値段,28900,90,2.413,20.156,31,69,0,1,4,13,29,31,22
80,親知らず 抜歯後 食事,26300,90,2.436,-2.416,32,68,3,31,26,18,14,5,3
81,歯の神経を取った後 痛い,19000,90,2.733,7.688,27,73,2,9,18,29,25,11,6
82,歯医者 料金,11800,90,3.286,-0.598,55,45,7,36,19,15,12,6,5
83,歯科治療,7900,90,3.643,-0.002,35,65,1,3,6,18,28,23,21
84,虫歯 レーザー治療,7300,90,3.753,-0.001,33,67,1,5,15,25,29,16,9
85,虫歯治療後 食事,3500,90,4.594,0.002,28,72,9,46,29,9,4,1,2
86,むし歯,3400,90,4.613,0,28,72,6,11,16,22,19,14,12
87,虫歯治療 何回通う,1500,90,5.336,0.001,32,68,7,37,25,15,8,5,3
88,歯槽膿漏とは,41200,80,1.892,-0.231,36,64,2,5,10,20,27,18,18
89,健康増進法,26400,80,2.402,18.013,42,58,3,10,6,12,20,24,25
90,歯がしみる原因,25200,80,2.41,-0.015,33,67,4,12,17,24,22,12,9
91,歯が欠ける 原因,23800,80,2.399,-6.401,32,68,2,11,19,29,24,9,6
92,奥歯 抜歯 その後,23200,80,2.462,0.666,35,65,1,2,7,19,34,24,13
93,差し歯とは,22600,80,2.565,1.235,36,64,1,6,11,18,25,20,19
94,歯医者 クリーニング,21800,80,2.578,0.016,36,64,2,20,24,23,17,8,6
95,親知らず 横向き,21400,80,2.532,0,32,68,4,24,22,22,17,7,4
96,歯科検診,18700,80,2.685,-1.067,35,65,4,12,19,24,20,12,9
97,抜歯後 血が止まらない,16800,80,2.845,1.843,34,66,2,13,15,19,23,15,13
98,抜歯 穴 いつ塞がる,16500,80,2.887,19.768,39,61,2,11,16,21,23,14,13
99,前歯 虫歯,12100,80,3.09,-0.006,29,71,7,25,30,22,10,3,3
100,虫歯 詰め物,2700,80,4.697,0.034,44,56,8,38,29,13,7,4,1
101,うがい薬,49400,70,1.682,21.945,38,62,1,7,13,19,22,19,19
102,歯科矯正,47200,70,1.549,0.682,23,77,3,11,19,33,23,6,5
103,歯の矯正,44700,70,1.716,2.417,33,67,4,9,16,30,21,10,10
104,歯槽膿瘍,39000,70,1.847,21.089,38,62,2,9,16,21,25,16,11
105,歯茎 口内炎,34100,70,1.912,19.317,23,77,6,28,32,20,8,3,3
106,オキシトシンとは,32900,70,2.027,-23.031,30,70,3,7,6,12,21,27,24
107,歯茎 膿,29600,70,2.026,-18.004,33,67,1,8,20,29,23,10,9
108,セラミック 歯,28600,70,2.098,11.28,28,72,2,14,19,24,22,12,7
109,銀歯 白い歯 保険適用,26900,70,2.157,9.481,26,74,2,8,19,32,26,10,3
110,歯科,25300,70,2.242,-0.007,40,60,2,7,13,22,23,16,17
111,歯 ブリッジ,24900,70,2.218,5.86,41,59,1,6,16,26,27,15,9
112,歯痛 痛み止め,24400,70,2.273,-8.134,47,53,1,9,14,23,25,16,12
113,親知らず 抜歯 費用,23300,70,2.423,-3.549,38,62,2,40,26,16,11,3,2
114,銀歯が取れた,22500,70,2.357,-0.107,39,61,1,10,26,36,19,5,3
115,歯髄炎,20700,70,2.488,19.894,28,72,3,12,20,26,21,11,7
116,歯の詰め物が取れたら,19100,70,2.535,-0.153,33,67,2,9,18,27,27,11,6
117,歯 神経 取る,17600,70,2.626,0.075,42,58,3,13,25,28,18,8,5
118,歯痛い,17000,70,2.591,-1.314,44,56,2,4,10,23,31,18,12
119,歯石取り 頻度,15700,70,2.75,0.072,36,64,1,11,19,24,24,13,8
