順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,歯周病,345000,180,2.145,0.039,34,66,2,8,13,22,25,17,13
2,虫歯,71700,170,3.64,0,39,61,7,18,27,22,11,7,8
3,便秘解消 すぐ,361000,80,1.359,26.775,29,71,4,8,11,18,21,16,22
4,マウスウォッシュ,114000,80,2.408,0.001,36,64,3,12,18,22,22,13,10
5,虫歯予防デー,6400,80,5.361,0,19,81,1,14,17,22,19,15,12
6,ヘルパンギーナ,269000,70,1.431,-15.538,26,74,1,9,33,26,12,12,7
7,マグネシウムの多い食品,246000,70,1.515,-51.692,24,76,1,4,9,19,25,21,21
8,電動歯ブラシ,166000,70,1.898,0.326,43,57,1,7,14,21,22,17,18
9,虫歯 進行速度,21000,70,3.961,-0.011,30,70,8,24,25,22,13,4,4
10,虫歯予防 歯磨き粉,2000,70,6.365,0.001,28,72,4,26,23,18,14,7,8
11,虫歯予防 マウスウォッシュ,1800,70,6.496,0,28,72,1,16,22,24,19,11,7
12,パウパトロール,252000,60,1.321,16.22,32,68,1,8,32,28,11,13,7
13,親知らず 抜歯,135000,60,2.025,-1.723,42,58,2,17,20,23,22,10,6
14,虫歯 初期,28000,60,3.647,-0.009,29,71,20,36,22,11,5,3,3
15,プティマイン,229000,50,1.349,15.316,7,93,0,9,50,22,6,9,4
16,キャベツ,210000,50,1.376,29.247,31,69,2,6,16,25,22,14,15
17,インプラント 費用,194000,50,1.457,-2.357,45,55,1,5,10,18,27,23,16
18,名前診断,194000,50,1.382,-12.317,28,72,7,23,32,14,12,8,4
19,アトピー性皮膚炎,189000,50,1.436,11.658,30,70,3,10,16,24,23,13,11
20,ホワイトニング,170000,50,1.675,0,32,68,4,19,18,21,20,11,7
21,ほうれん草,170000,50,1.654,-43.956,29,71,2,7,16,22,20,16,17
