順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,湘南美容外科,637000,3000,2.194,-13.017,22,78,2,18,21,24,21,9,5
2,クマ取り ダウンタイム,25100,1700,4.825,0,14,86,2,15,25,33,19,4,2
3,くまとり デメリット,53500,1600,3.956,-0.006,21,79,1,7,19,34,26,10,3
4,tcb クマ取り口コミ,45600,1100,3.796,-0.01,14,86,1,4,10,29,35,16,5
5,tcb,146000,1000,2.584,-0.005,26,74,3,16,18,26,23,9,5
6,クマとり 美容外科,24300,930,4.234,-0.017,14,86,1,6,15,35,29,11,3
7,ポテンツァ,170000,840,2.227,-8.401,20,80,2,23,25,24,17,6,3
8,糸リフト,91600,810,2.801,-4.479,15,85,2,14,22,28,22,8,4
9,クマ 治し方,47900,810,3.452,0,23,77,10,19,24,30,13,2,2
10,目の下のたるみとり,152000,800,2.285,-10.017,26,74,1,2,6,21,36,22,12
11,くまとり 値段,32600,800,3.849,-0.003,31,69,7,26,22,23,14,5,3
12,クマ取り デメリット,16700,800,4.459,-0.003,20,80,1,6,20,35,26,9,3
13,品川美容外科クリニック,133000,780,2.398,-0.445,12,88,1,13,17,27,25,11,6
14,tcb 美容外科,133000,720,2.323,-2.222,26,74,3,14,15,22,25,14,7
15,裏ハムラ法,24800,700,3.953,1.048,13,87,1,9,19,32,25,11,3
16,ハイフ 効果,125000,680,2.312,-3.646,10,90,1,9,15,27,28,14,6
17,ボトックス注射,159000,660,2.042,-5.917,24,76,2,10,14,26,26,14,8
18,リジュラン,108000,610,2.345,8.911,10,90,1,14,23,28,23,8,3
19,くまとり,17800,610,4.142,0,26,74,3,15,25,31,17,6,3
20,目の下のクマ 治し方,94700,600,2.446,-10.396,29,71,1,5,12,28,30,15,9
21,ヒアルロン酸,150000,570,1.996,0.022,27,73,2,5,9,20,25,17,22
22,ハイドロキノン,159000,540,1.836,0.002,15,85,1,7,14,28,28,14,8
23,ダーマペン,113000,530,2.158,-0.028,23,77,3,18,23,27,19,7,3
24,and美容外科,68800,530,2.668,-0.019,16,84,1,9,16,27,31,12,4
25,ピコトーニング,96200,520,2.299,0.495,8,92,1,12,22,32,23,7,3
26,クマ取り 失敗,8100,520,4.765,0,15,85,1,7,17,33,30,9,3
27,tbc,111000,500,2.118,-1.042,28,72,3,13,15,23,27,13,6
28,ハイフ,77900,490,2.461,-8.386,20,80,1,8,16,26,26,15,8
29,クマ取り 値段,11400,490,4.41,-0.554,30,70,7,26,24,22,13,5,3
30,よつば会クリニック,119000,480,2.026,3.076,11,89,1,18,23,26,20,8,4
31,脂肪溶解注射,77500,480,2.437,-2.37,15,85,1,18,22,27,22,7,3
32,エラボトックス,70300,480,2.563,-8.767,17,83,6,33,24,20,12,3,2
