順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,オルソケラトロジー 後悔,16600,3700,5.044,0,22,78,2,3,14,50,22,4,5
2,icl 手術とは,167000,1600,1.961,-0.001,38,62,2,14,19,21,22,14,8
3,オルソケラトロジー 子供,7600,1600,5.015,0,12,88,1,1,18,60,12,3,5
4,オルソケラトロジー 値段,6300,1600,5.188,0.001,25,75,4,6,15,45,19,4,7
5,中学受験,137000,1300,1.938,14.673,27,73,2,2,10,48,23,6,9
6,視力を回復させる方法,94100,1300,2.285,-0.009,48,52,10,11,12,25,22,10,10
7,日能研,117000,1100,1.92,0.828,34,66,2,4,13,45,20,8,8
8,四谷大塚,80200,1000,2.217,-4.641,30,70,2,2,9,50,24,5,8
9,icl,72900,970,2.29,0.001,41,59,3,18,27,23,17,8,4
10,早稲田アカデミー,83300,930,2.065,3.501,30,70,4,2,9,48,24,5,8
11,漢字検定 日程 2024,99800,900,1.849,-47.586,19,81,3,2,10,49,24,5,7
12,英検5級,82000,820,1.949,2.216,24,76,4,2,14,55,15,4,6
13,マイオピン,8400,790,4.188,0.007,22,78,1,2,16,50,19,6,6
14,英検4級,75500,720,1.895,1.92,26,74,7,2,7,51,22,4,7
15,サピックス,64200,680,2.027,8.044,27,73,3,4,13,45,20,7,8
16,z会,71700,660,1.883,5.922,30,70,8,3,14,44,22,5,4
17,栄光ゼミナール,58200,590,1.971,7.907,26,74,6,3,7,49,26,4,5
18,ミライコンパス,54800,540,1.926,5.984,25,75,6,1,6,55,28,2,2
19,レーシック,45300,540,2.182,-0.004,45,55,5,16,19,24,19,9,8
20,墨汁 落とし方,56900,530,1.885,-14.332,18,82,1,2,17,52,17,5,6
21,シーバー病,51800,520,1.942,16.265,33,67,2,4,20,49,15,6,4
22,全国統一小学生テスト,32500,520,2.404,37.036,20,80,1,1,18,60,14,2,4
23,馬渕教室,52500,510,1.941,-5.382,30,70,6,3,9,48,21,5,8
24,広尾学園,46800,490,2.033,-0.395,31,69,5,4,7,37,24,9,14
25,浜学園,41200,490,2.123,-16.508,33,67,3,4,14,46,19,6,8
26,漢字検定 日程 2025,50100,480,1.908,168.385,19,81,3,2,12,49,21,6,7
27,icl 値段,47100,470,2.01,-0.001,41,59,2,21,25,20,18,9,5
28,理科ダマン,44900,470,2.016,8.966,24,76,0,1,17,48,13,10,11
29,オルソ,10900,470,3.453,0,38,62,2,5,12,26,24,19,12
30,クリアデュー,9500,470,3.59,10.377,22,78,5,15,14,28,27,8,3
31,子供 視力回復,6000,460,3.963,-0.006,29,71,0,1,27,57,11,2,2
32,全国統一小学テスト,29600,450,2.353,-91.016,19,81,2,1,14,61,16,2,4
33,ハードコンタクトレンズ,29600,430,2.356,2.07,26,74,3,6,8,24,35,16,8
34,日能研 偏差値,37000,410,2.052,17.275,32,68,2,2,5,45,30,8,8
35,ミライコンパス ログイン,34600,410,2.111,9.924,20,80,3,1,5,54,33,2,2
36,多焦点眼内レンズ,29600,410,2.364,0.003,36,64,0,2,3,14,33,27,21
37,コンタクト 初めて,45300,400,1.87,0.004,35,65,14,17,10,28,24,4,3
38,視能訓練士,27100,400,2.364,-0.409,28,72,7,13,15,27,23,9,6
39,進研ゼミ 小学講座,38800,390,1.933,29.933,18,82,1,1,24,58,10,3,3
40,品川近視クリニック,25000,390,2.445,0.001,45,55,1,18,29,24,18,7,3
41,同志社香里,39400,380,1.937,-20.005,38,62,6,4,9,39,24,7,11
42,中学受験 偏差値 2025,42500,370,1.851,35.873,36,64,1,2,7,38,26,11,15
43,四谷大塚 偏差値,31100,370,2.137,14.454,32,68,2,1,5,47,32,6,7
44,ソフトサンティア,42900,360,1.832,15.032,28,72,3,11,16,21,21,15,13
45,海城中学,32500,360,2.101,3.551,29,71,3,2,6,44,23,7,15
46,メニコン,37600,350,1.923,0.234,38,62,3,11,15,20,27,16,8
47,早稲アカ,28400,350,2.164,19.38,25,75,5,2,7,52,27,3,4
48,z会 マイページ,26400,350,2.228,-11.594,26,74,5,1,10,53,24,3,4
49,視力回復,19500,350,2.562,-0.003,49,51,8,14,17,26,21,8,6
50,算数検定,30900,340,2.038,14.478,23,77,1,1,18,53,15,5,7
51,高槻中学,18900,340,2.544,-27.089,27,73,2,2,8,49,21,5,13
52,アトロピン点眼,7100,340,3.536,0.012,27,73,1,7,18,34,20,11,9
53,sapix,36900,330,1.861,6.014,34,66,3,6,16,42,19,7,7
54,能開センター,36000,330,1.864,-7.411,31,69,7,4,8,48,23,4,6
55,英検5級 レベル 何年生,31200,320,1.971,17.046,20,80,3,2,12,54,20,3,6
56,スマイルゼミ 退会,30900,320,1.977,31.688,18,82,1,0,22,57,15,2,3
57,チャレンジタッチ 退会,28900,320,2.039,29.548,15,85,1,0,24,61,11,1,2
58,希学園,21700,320,2.362,4.529,30,70,3,4,12,47,20,6,8
59,kimini英会話,19300,320,2.448,-22.702,13,87,4,2,19,53,15,3,4
60,アトロピン,29500,310,2.048,0.002,31,69,1,32,18,21,14,9,5
61,視力回復 施術,14500,300,2.697,-0.006,44,56,3,10,17,28,25,10,7
62,英検4級 レベル 何年生,31800,290,1.843,17.992,23,77,6,2,8,52,22,4,6
63,山脇学園,31300,290,1.94,-6.203,29,71,5,4,6,34,24,11,16
64,仮性近視,7400,290,3.336,-0.005,24,76,3,7,17,43,13,8,9
65,鴎友学園,30500,280,1.926,-3.185,28,72,3,4,7,36,25,11,14
66,プレオルソ,22700,280,2.149,8.011,16,84,1,4,37,44,8,3,3
67,開智日本橋,18900,280,2.35,3.472,29,71,3,2,7,49,24,5,10
68,強度近視,16500,280,2.533,0.02,29,71,3,10,17,28,23,13,6
69,市進学院,29600,270,1.877,11.179,30,70,5,2,8,48,27,4,6
70,攻玉社,27700,270,1.954,1.332,40,60,5,5,7,38,26,9,10
71,麻布中学,25000,270,2.067,-11.305,28,72,5,3,8,40,21,8,15
72,灘中学,24200,270,2.082,-1.967,31,69,4,4,11,44,20,7,10
73,青山学院中等部,22800,270,2.138,-18.418,21,79,3,2,7,46,23,7,12
74,kimini英会話 ログイン,20200,270,2.265,-18.765,20,80,5,2,15,50,18,4,6
75,グノーブル,17000,270,2.43,-4.926,26,74,6,2,9,48,25,4,6
76,コベツバ,9700,270,2.944,-10.781,22,78,0,1,10,64,19,2,4
77,ジクアス点眼液,30400,260,1.873,11.808,23,77,1,7,11,20,23,20,18
78,チャレンジ 小学講座,25200,260,1.942,0.269,12,88,0,1,24,63,8,1,3
79,共立女子中学,27400,250,1.892,-1.148,22,78,4,3,6,41,25,7,14
80,吉祥女子,25500,250,1.982,8.869,28,72,4,4,7,38,26,8,13
81,進研ゼミ 退会,25200,250,1.915,2.144,15,85,2,0,14,62,19,1,2
82,慶應中等部,24400,250,2.028,27.365,28,72,3,2,7,41,24,9,14
83,開成中学,23200,250,2.032,-6.11,31,69,5,4,11,44,21,6,9
84,チャレンジウェブ,23200,250,1.999,23.061,24,76,1,1,17,60,16,1,4
85,花まる学習会,21900,250,2.097,-2.068,17,83,1,2,19,52,15,5,6
86,早稲田中学,21100,250,2.13,9.071,28,72,4,2,7,46,22,6,13
87,眼内コンタクトレンズ,14100,250,2.579,-0.006,34,66,1,9,20,25,23,13,9
88,頌栄女子学院,25900,240,1.941,-3.983,32,68,4,4,7,34,25,11,15
89,首都圏模試,21400,240,2.072,1.943,28,72,2,1,5,53,29,4,6
