順位,出力キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
1,頭痛が続く,173000,15400,2.534,0,27,73,2,10,17,28,24,11,8
2,頭痛 吐き気,129000,11300,2.512,0,21,79,3,15,24,28,20,7,3
3,偏頭痛,185000,10600,2.114,0,31,69,6,16,20,25,17,7,9
4,頭痛 ツボ 即効性,96400,8200,2.475,0,22,78,2,6,17,32,26,11,6
5,頭痛 治し方,106000,7900,2.388,0,35,65,11,17,21,22,17,7,5
6,気圧 頭痛,123000,7000,2.057,0.001,15,85,1,9,23,32,26,5,4
7,頭が痛い,114000,6900,2.178,-0.016,32,68,8,9,9,19,23,16,16
8,緊張型頭痛,92000,5700,2.182,0.013,25,75,5,15,21,25,19,9,6
9,頭痛 原因,63800,5600,2.544,0,32,68,7,18,19,22,18,9,7
10,ずつーる,80700,5400,2.269,0,18,82,4,20,24,23,17,7,5
11,気圧,114000,5300,1.913,-0.06,32,68,5,19,24,22,14,9,7
12,頭痛 後頭部,39800,5100,2.886,0,29,71,2,9,17,28,25,12,7
13,頭痛 カロナール,43300,4700,2.718,0,24,76,2,8,22,32,22,8,6
14,めまい,117000,4500,1.726,2.563,27,73,2,6,13,23,25,16,15
15,偏頭痛 原因,113000,4500,1.766,0.003,36,64,5,15,15,19,21,14,11
16,頭痛薬,38500,4100,2.76,0,43,57,6,14,12,17,22,17,12
17,頭痛 こめかみ,28900,3800,2.913,0,25,75,2,10,22,32,21,7,6
18,生理痛,92200,3700,1.723,1.712,14,86,9,17,20,29,16,5,4
19,頭痛ーる,28600,3500,2.891,0,19,81,4,18,23,22,18,9,6
20,低気圧,81000,3300,1.801,-0.004,27,73,6,27,26,19,11,6,5
21,腹痛,69600,3300,1.93,3.062,33,67,5,11,16,22,21,13,12
22,頭痛 気圧,16300,2900,3.188,0,19,81,1,9,27,34,21,5,3
23,胃痛,69300,2800,1.76,16.689,23,77,2,8,17,23,22,16,12
24,発熱,67900,2700,1.742,0.347,31,69,2,8,17,27,22,14,10
25,こめかみ 頭痛,61600,2700,1.827,0.041,27,73,4,16,27,35,6,2,10
26,肩コリ 頭痛 解消 方法,54700,2700,1.938,0.273,25,75,1,7,16,27,24,13,12
27,頭痛外来,27100,2700,2.657,0.001,22,78,2,9,17,29,26,11,6
28,頭痛 目の奥が痛い,25000,2700,2.726,0,28,72,2,13,26,32,19,5,3
29,頭痛い,29900,2500,2.504,0.003,20,80,14,17,23,25,13,4,4
30,眠い,50300,2400,1.911,7.761,27,73,4,9,20,29,20,10,8
31,片頭痛,35300,2300,2.246,0.005,34,66,9,15,19,24,17,9,7
32,頭痛 何科を受診,20300,2200,2.741,0,31,69,2,19,29,28,15,5,2
33,頭痛予報,18400,2200,2.801,0,13,87,1,7,17,37,29,6,3
34,鼻水,49600,2000,1.773,22.807,34,66,3,8,17,25,21,14,12
35,寝起き 頭痛,48500,2000,1.758,0.339,27,73,3,16,27,28,17,6,3
36,偏頭痛 薬,48100,2000,1.815,0.157,26,74,3,14,17,26,22,11,7
37,頭痛 薬,13600,2000,3.051,0,34,66,5,19,22,26,17,6,5
38,吐き気,37700,1900,1.993,0.708,25,75,6,16,21,23,17,9,8
39,天気痛,35800,1700,1.884,0.018,26,74,3,8,16,27,26,11,9
40,生理 頭痛,37700,1600,1.799,0.016,7,93,6,21,30,33,7,1,2
41,頭が重い,31500,1600,2.001,0.027,34,66,7,13,14,21,19,12,14
42,低気圧 頭痛,31300,1600,1.974,0.002,26,74,6,20,21,22,20,8,3
43,頭痛 吐き気 原因 女性,23500,1500,2.197,0,11,89,2,16,27,30,19,4,2
44,更年期 頭痛,24400,1400,2.013,0.446,8,92,1,1,2,41,51,2,2
45,頭痛薬 強さ ランキング,18400,1400,2.417,0,34,66,2,8,13,24,28,15,10
46,気圧 頭痛 治し方,29900,1300,1.799,1.117,29,71,3,12,18,24,22,14,7
47,息苦しい,29300,1300,1.858,6.474,32,68,4,11,17,23,22,12,11
48,頭痛 右側だけ痛い,13200,1300,2.609,0,23,77,4,14,28,31,17,4,2
49,頭痛 英語,13000,1300,2.696,0,31,69,11,12,11,27,21,12,6
50,頭痛 左側頭部 ズキン,11300,1200,2.697,0,26,74,3,13,24,30,20,7,3
51,頭痛 病院 何科,10900,1200,2.774,0,37,63,3,26,29,24,13,4,1
52,風邪 頭痛,24100,1100,1.884,0.089,33,67,4,14,28,30,16,5,3
53,ずつーる 今日,22400,1100,1.958,0.001,16,84,5,26,24,22,15,5,3
54,ストレス 頭痛,21700,1100,1.996,0.443,31,69,7,18,25,25,16,5,4
55,偏頭痛 治し方,21300,1100,2,0.004,37,63,7,16,16,18,19,13,11
56,だるい,17500,1100,2.199,6.202,26,74,3,8,17,29,23,11,9
57,頭痛 ロキソニン,10200,1100,2.681,0,35,65,1,15,26,28,19,8,3
58,頭痛 前頭部,8400,1100,2.871,0,20,80,2,12,25,31,21,7,2
59,頭痛 漢方,11200,1000,2.545,0,20,80,1,6,20,35,27,8,3
60,頭痛 薬が効かない,11100,1000,2.579,0,13,87,3,16,29,31,16,3,2
61,頭痛 めまい,9600,1000,2.731,0,21,79,2,14,26,31,19,5,3
62,頭痛 熱中症,8100,1000,2.88,0,23,77,2,13,25,32,20,5,3
63,だるい 原因,23700,940,1.741,-3.096,24,76,2,4,10,23,28,19,14
64,頭痛 おでこのあたり,8700,900,2.676,0,15,85,3,14,28,31,18,4,2
65,偏頭痛 片頭痛 違い,22100,880,1.745,1.807,25,75,6,11,16,26,22,11,8
66,片頭痛 直し方,16000,870,2.059,0.468,29,71,7,13,17,25,22,9,7
67,頭痛 熱,7500,870,2.802,0,25,75,4,16,26,30,17,5,2
68,頭痛に効く食べ物,12100,860,2.333,0,33,67,6,21,20,23,20,7,3
69,頭痛 前の方が痛い,8400,860,2.677,0,19,81,3,16,30,32,14,3,2
70,頭痛 天気,4800,860,3.201,0,18,82,2,11,27,35,18,4,3
71,蒸し暑い,21200,850,1.737,-20.124,35,65,1,4,15,26,23,15,16
